image_name,labels,emotion_name
anders-zorn_home-tunes-1920,2,anger
anders-zorn_hugo-reisinger-1907,0,painting
anders-zorn_ida-1905,6,excitement
anders-zorn_impressions-of-london-1890,7,fear
anders-zorn_in-mourning-1880,7,fear
anders-zorn_in-my-gondola-1894,5,disgust
anders-zorn_in-scotland-mrs-symons-1887,3,awe
anders-zorn_in-the-studio-1896,7,fear
anders-zorn_in-the-woods-1893,5,disgust
anders-zorn_in-werner-s-rowing-boat-1917,2,anger
anders-zorn_in-wikstrom-studio-1889,3,awe
anders-zorn_joseph-ernest-renan-1892,6,excitement
anders-zorn_lappings-of-the-waves-1887,2,anger
anders-zorn_lisen-lamm,3,awe
anders-zorn_lucky-with-the-ladies,0,painting
anders-zorn_madame-clara-rikoff,4,contentment
anders-zorn_margit-1891,0,painting
anders-zorn_martha-dana,2,anger
anders-zorn_midsummer-dance-1903,3,awe
anders-zorn_misses-solomon,0,painting
anders-zorn_mona-1898,7,fear
anders-zorn_mona-1911,7,fear
anders-zorn_mona-1911-1,7,fear
anders-zorn_mrs-bacon-1897,3,awe
anders-zorn_mrs-potter-palmer-1893,2,anger
anders-zorn_mrs-symons-1888,2,anger
anders-zorn_mrs-walter-bacon-1891,3,awe
anders-zorn_my-model-and-my-boat-1894,2,anger
anders-zorn_neglected-1884,7,fear
anders-zorn_nude-under-a-fir-1892,4,contentment
anders-zorn_nude-woman-arranging-her-hair-1907,4,contentment
anders-zorn_old-soldier-1911,1,amusement
anders-zorn_ols-maria-1918,7,fear
anders-zorn_omnibus-1893,7,fear
anders-zorn_on-the-sands-1916,0,painting
anders-zorn_opal-1891,3,awe
anders-zorn_oscar-ii,3,awe
anders-zorn_our-daily-bread-1886,7,fear
anders-zorn_out-1888,3,awe
anders-zorn_paul-verlaine-1895,6,excitement
anders-zorn_portrait-of-agusholzer-1879,7,fear
anders-zorn_portrait-of-edith-palgrave-edward-in-her-london-residence,2,anger
anders-zorn_portrait-of-elizabeth-sherman-cameron-1900,6,excitement
anders-zorn_portrait-of-emma-in-the-paris-studio-1894,7,fear
anders-zorn_portrait-of-fru-lisen-samson-nee-hirsch-arranging-flowers-at-a-window-1881,3,awe
anders-zorn_portrait-of-max-liebermann-1891,5,disgust
anders-zorn_portrait-of-mrs-eben-richards-1899,2,anger
anders-zorn_president-grover-cleveland-1899,3,awe
anders-zorn_queen-sophia,7,fear
anders-zorn_red-sand,6,excitement
anders-zorn_red-stockings-1887,2,anger
anders-zorn_reflexions-1889,3,awe
anders-zorn_sappho-1917,2,anger
anders-zorn_self-portrait-in-a-wolfskin-1915,6,excitement
anders-zorn_self-portrait-in-red-1915,2,anger
anders-zorn_self-portrait-with-a-model-1896,6,excitement
anders-zorn_self-portrait-with-faun-and-nymph,3,awe
anders-zorn_sensitive-to-cold-1894,3,awe
anders-zorn_smoking-woman-1907,0,painting
anders-zorn_spetssom-1894,3,awe
anders-zorn_stockholm-1881,3,awe
anders-zorn_studio-idyll-1918,4,contentment
anders-zorn_study-of-landscape-in-richmond-1882,3,awe
anders-zorn_summer-entertainment-1886,2,anger
anders-zorn_sunbathing-girl,4,contentment
anders-zorn_surveying-the-vista-1886,7,fear
anders-zorn_the-battleship-baltimore-in-stockholm-harbor-1890,5,disgust
anders-zorn_the-cousins,3,awe
anders-zorn_the-guitar-1895,5,disgust
anders-zorn_the-little-brewery-1890,3,awe
anders-zorn_the-mora-fair-1892,7,fear
anders-zorn_the-painter-bruno-liljefors-1906,3,awe
anders-zorn_the-sisters-schwartz,3,awe
anders-zorn_the-toast-1893,6,excitement
anders-zorn_the-tub-1888,3,awe
anders-zorn_the-two-1916,3,awe
anders-zorn_the-waltz-1891,0,painting
anders-zorn_vicke-1918,0,painting
anders-zorn_view-from-the-ship-island-pier-1890,3,awe
anders-zorn_walk-1908,2,anger
anders-zorn_wallpaper-factory-1884,7,fear
anders-zorn_waltz-1891,2,anger
anders-zorn_way-to-the-church,0,painting
anders-zorn_white-lilies,3,awe
anders-zorn_william-h-taft-1911,2,anger
anders-zorn_women-bathing-in-the-sauna-1906,4,contentment
anders-zorn_zorn-and-his-wife-1890,6,excitement
andre-bauchant_adam-and-eve-1938,0,painting
andre-bauchant_animals-crossing-a-flooded-river-with-a-distant-waterfall-1924,2,anger
andre-bauchant_birds-in-a-gorge-1916,3,awe
andre-bauchant_blumen-in-landschaft-1928,3,awe
andre-bauchant_bouquet-de-fleurs-1937,2,anger
andre-bauchant_cinq-personnages-dans-un-paysage-de-montagne-1953,3,awe
andre-bauchant_cleopatra-s-barge-1939,2,anger
andre-bauchant_exotic-flowers-1933,3,awe
andre-bauchant_figures-in-landscape-1949,0,painting
andre-bauchant_flowers-1955,3,awe
andre-bauchant_grand-bouquet-of-wild-flowers-1928,3,awe
andre-bauchant_greek-dance-in-a-landscape-1937,3,awe
andre-bauchant_la-chute-d-eau-1929,3,awe
andre-bauchant_le-bassin-1931,3,awe
andre-bauchant_le-bouquet-1928,3,awe
andre-bauchant_lucreatia-1924,2,anger
andre-bauchant_marine-1945,6,excitement
andre-bauchant_monaco-1930,3,awe
andre-bauchant_paysage-montagneux-1929,2,anger
andre-bauchant_personnages-et-fleurs-1947,3,awe
andre-bauchant_promenade-au-bord-de-la-mer-rencontre-des-fianc-s-1928,3,awe
andre-bauchant_quatre-amours-dans-les-fleurs-1930,0,painting
andre-bauchant_the-funeral-procession-of-alexander-the-great-1940,5,disgust
andre-bauchant_the-proclamation-of-american-independence-1926,6,excitement
andre-bauchant_vase-aux-tulipes-1926,3,awe
andre-derain_a-woman-with-green-dress-1907,7,fear
andre-derain_bacchus-dance-1906,0,painting
andre-derain_back,7,fear
andre-derain_baker-s-hotel,3,awe
andre-derain_ball-of-soldiers-in-suresnes-1903,0,painting
andre-derain_banks-of-seine,3,awe
andre-derain_bathers-1907,0,painting
andre-derain_bathing-women,6,excitement
andre-derain_black-binge,0,painting
andre-derain_black-scarf-1935,0,painting
andre-derain_chinese-boxers,0,painting
andre-derain_deerstalking-1938,2,anger
andre-derain_estaque-1905,5,disgust
andre-derain_figures-from-a-carnival,0,painting
andre-derain_forest-at-martigues,6,excitement
andre-derain_funeral-1899,5,disgust
andre-derain_golden-age,6,excitement
andre-derain_landscape-1907-1,3,awe
andre-derain_landscape-near-chatou-1904,3,awe
andre-derain_landscape-near-chatou-1904-1,2,anger
andre-derain_martigues-landscape-1908,3,awe
andre-derain_not-detected-256142,3,awe
andre-derain_not-detected-256143,7,fear
andre-derain_not-detected-256144,0,painting
andre-derain_not-detected-256149,0,painting
andre-derain_orgiastic-women-1945,6,excitement
andre-derain_portrait-of-a-man-1915,0,painting
andre-derain_portrait-of-a-man-with-a-newspaper,6,excitement
andre-derain_portrait-of-a-woman-1913,7,fear
andre-derain_portrait-of-a-young-girl-in-black,0,painting
andre-derain_portrait-of-francesco-iturrino-1914,7,fear
andre-derain_portrait-of-madame-carco,3,awe
andre-derain_portrait-of-matisse-1905,2,anger
andre-derain_return-of-ulysses-1938,4,contentment
andre-derain_self-portrait-with-a-cap,6,excitement
andre-derain_self-portrait-with-a-pipe-1953,1,amusement
andre-derain_still-life-on-the-red-table-1904,3,awe
andre-derain_still-life-on-the-table-1904,1,amusement
andre-derain_still-life-with-pears-and-indian-bowl,3,awe
andre-derain_the-artist-in-his-studio-1920,6,excitement
andre-derain_the-bagpiper-at-camiers,6,excitement
andre-derain_the-basin-of-london-1906,5,disgust
andre-derain_the-beautiful-model-1923,3,awe
andre-derain_the-cup-of-tea-1935,3,awe
andre-derain_the-dance-1906,0,painting
andre-derain_the-grove-1912,3,awe
andre-derain_the-last-supper-of-jesus-1911,7,fear
andre-derain_the-offering-1913,4,contentment
andre-derain_the-path-of-forest-1928,3,awe
andre-derain_the-port-of-collioure-1905,6,excitement
andre-derain_the-portrait-of-woman-1913,7,fear
andre-derain_the-river-1912,3,awe
andre-derain_the-road-1932,3,awe
andre-derain_the-road-and-the-tree,3,awe
andre-derain_the-road-to-calvary-1901,7,fear
andre-derain_the-still-life-in-front-of-cross-on-top-of-the-mountain-1912,3,awe
andre-derain_the-trees,5,disgust
andre-derain_the-two-sisters-1913,7,fear
andre-derain_trees-on-the-banks-of-the-seine-1913,3,awe
andre-derain_vista-de-saint-paul-de-vence-1910,3,awe
andre-derain_yacht-1905,3,awe
andre-dunoyer-de-segonzac_baigneuses-1905,3,awe
andre-dunoyer-de-segonzac_crecy-la-chapelle-la-route-de-voulangis-1935,3,awe
andre-dunoyer-de-segonzac_dimanche-sur-la-marne,0,painting
andre-dunoyer-de-segonzac_fenouil-poivrons-et-tomates-1960,3,awe
andre-dunoyer-de-segonzac_l-ananas-1925,3,awe
andre-dunoyer-de-segonzac_la-blonde-vaporouse,3,awe
andre-dunoyer-de-segonzac_la-bouteille-de-vin-blanc,3,awe
andre-dunoyer-de-segonzac_la-brouette-1934,3,awe
andre-dunoyer-de-segonzac_la-campagne-de-grimaud,3,awe
andre-dunoyer-de-segonzac_la-cure-de-soleil-1927,0,painting
andre-dunoyer-de-segonzac_le-morin-pres-de-guerard-1935,3,awe
andre-dunoyer-de-segonzac_le-pont-des-arts-paris,2,anger
andre-dunoyer-de-segonzac_le-village,4,contentment
andre-dunoyer-de-segonzac_les-canotiers-sur-la-marne,3,awe
andre-dunoyer-de-segonzac_les-mimosas-1970,3,awe
andre-dunoyer-de-segonzac_nature-morte,3,awe
andre-dunoyer-de-segonzac_nature-morte-au-chou-et-bouteille,3,awe
andre-dunoyer-de-segonzac_nature-morte-avec-ananas,3,awe
andre-dunoyer-de-segonzac_nature-morte-de-fleurs-et-fruits,3,awe
andre-dunoyer-de-segonzac_nude-on-a-bed,3,awe
andre-dunoyer-de-segonzac_nude-with-a-newspaper-1921,4,contentment
andre-dunoyer-de-segonzac_nue-au-chapeau-de-paille,2,anger
andre-dunoyer-de-segonzac_paysage-bleu,3,awe
andre-dunoyer-de-segonzac_paysage-m-diterran-en,3,awe
andre-dunoyer-de-segonzac_seine-sur-la-triel-1960,7,fear
andre-dunoyer-de-segonzac_still-life-with-a-cabbage-1920,3,awe
andre-dunoyer-de-segonzac_still-life-with-peaches-and-umbrella,3,awe
andre-dunoyer-de-segonzac_sur-la-terrasse-vue-de-la-mer,3,awe
andre-dunoyer-de-segonzac_the-farm-on-the-estate-1923,3,awe
andre-dunoyer-de-segonzac_the-road-from-grimaud-1937,2,anger
andre-dunoyer-de-segonzac_vall-e-du-morin-en-juin-ferme-de-tigeaux,3,awe
andre-dunoyer-de-segonzac_vase-d-anemones-citrons-et-panier-sur-la-table,3,awe
andre-dunoyer-de-segonzac_vase-de-fleurs-assiette-de-peches-ombrelle-et-le-figaro-1960,3,awe
andre-lanskoy_diary-of-a-madman-23,0,painting
andre-lanskoy_diary-of-a-madman-36,0,painting
andre-lanskoy_diary-of-a-madman-39,0,painting
andre-masson_birds-and-masks,7,fear
andre-masson_card-trick,0,painting
andre-masson_l-homme-embl-matique,0,painting
andre-masson_minors,1,amusement
andre-masson_no-name-1(3),6,excitement
andre-masson_no-name-1(7),5,disgust
andre-masson_no-name-1(8),6,excitement
andre-masson_no-name-2(1),1,amusement
andre-masson_no-name-4,4,contentment
andre-masson_pasiphae-2,4,contentment
andre-masson_portrait-of-roland-tual,4,contentment
andre-masson_portrait-of-the-poet-kleist,6,excitement
andre-masson_prison-gray,6,excitement
andre-masson_reclining-nude-1956,0,painting
andre-masson_removal,4,contentment
andre-masson_the-bird-pierced-with-arrows,2,anger
andre-masson_the-meals,2,anger
andre-masson_the-sand-crab,0,painting
andre-masson_the-star(1),2,anger
andre-masson_the-vagabond,6,excitement
andre-masson_two-naked,3,awe
andre-masson_woman-holding-a-bird,5,disgust
andre-pierre-arnal_ficelage,5,disgust
andre-pierre-arnal_ficelage-1,0,painting
andre-pierre-arnal_ficelage-2,5,disgust
andre-pierre-arnal_pliage-folded-painting-1972,3,awe
andre-pierre-arnal_pochoir-3,6,excitement
andrea-del-castagno_crucifixion-and-saints,2,anger
andrea-del-castagno_dante-alighieri,0,painting
andrea-del-castagno_deposition-of-christ,2,anger
andrea-del-castagno_equestrian-monument-to-niccolo-da-tolentino-1456,2,anger
andrea-del-castagno_farinata-degli-uberti,2,anger
andrea-del-castagno_giovanni-boccaccio,2,anger
andrea-del-castagno_god-the-father-1442,6,excitement
andrea-del-castagno_holy-trinity-with-st-jerome,2,anger
andrea-del-castagno_lying-saint,7,fear
andrea-del-castagno_mary-seated-under-the-cross,3,awe
andrea-del-castagno_niccol-acciaioli,0,painting
andrea-del-castagno_our-lady-of-the-assumption-with-saints-miniato-and-julian-1450,1,amusement
andrea-del-castagno_petrarch,6,excitement
andrea-del-castagno_portraits-of-two-members-of-medici-family,0,painting
andrea-del-castagno_queen-esther,2,anger
andrea-del-castagno_queen-tomyris,5,disgust
andrea-del-castagno_st-john-the-baptist-1442,7,fear
andrea-del-castagno_st-john-the-evangelist-1442,3,awe
andrea-del-castagno_st-julian-and-the-redeemer,2,anger
andrea-del-castagno_st-mark-1442,2,anger
andrea-del-castagno_stories-of-christ-s-passion-1447,0,painting
andrea-del-castagno_stories-of-christ-s-passion-1447-1,2,anger
andrea-del-castagno_stories-of-christ-s-passion-1447-2,2,anger
andrea-del-castagno_stories-of-christ-s-passion-1447-3,6,excitement
andrea-del-castagno_stories-of-christ-s-passion-1447-4,2,anger
andrea-del-castagno_stories-of-christ-s-passion-1447-5,2,anger
andrea-del-castagno_the-cuman-sibyl,2,anger
andrea-del-castagno_the-last-supper-1447,2,anger
andrea-del-sarto_archangel-raphael-with-tobias-st-lawrence-and-the-donor-leonardo-di-lorenzo-morelli-1512,3,awe
andrea-del-sarto_assumption-of-the-virgin-1,2,anger
andrea-del-sarto_assumption-of-the-virgin-1529,2,anger
andrea-del-sarto_baptism-of-the-people-1517,2,anger
andrea-del-sarto_christ-at-the-scourge-column,7,fear
andrea-del-sarto_christ-the-redeemer,2,anger
andrea-del-sarto_disputation-on-the-trinity,2,anger
andrea-del-sarto_domenico-di-jacopo-di-matteo-called-becuccio-bicchieraio,3,awe
andrea-del-sarto_head-of-child,7,fear
andrea-del-sarto_holy-family-barberini,7,fear
andrea-del-sarto_holy-family-borgherini,0,painting
andrea-del-sarto_lament-of-christ,7,fear
andrea-del-sarto_last-supper-study-1525,2,anger
andrea-del-sarto_lucrezia-di-baccio-del-fede-the-artist-s-wife-1514,3,awe
andrea-del-sarto_madonna-and-child-with-st-elisabeth-the-infant-st-john-and-two-angels-1516,6,excitement
andrea-del-sarto_madonna-and-child-with-st-elizabeth-and-st-john-the-baptist,0,painting
andrea-del-sarto_madonna-and-child-with-st-john-the-baptist,3,awe
andrea-del-sarto_madonna-and-child-with-st-john-the-baptist-1,2,anger
andrea-del-sarto_madonna-and-child-with-st-john-the-baptist-2,2,anger
andrea-del-sarto_madonna-and-child-with-sts-catherine-elisabeth-and-john-the-baptist,0,painting
andrea-del-sarto_madonna-and-child-with-the-infant-saint-john-in-a-landscape,0,painting
andrea-del-sarto_madonna-and-child-with-the-young-st-john,0,painting
andrea-del-sarto_madonna-del-sacco-1525,3,awe
andrea-del-sarto_piet-with-saints-1524,7,fear
andrea-del-sarto_portrait-of-a-lady-with-spindle-cup,6,excitement
andrea-del-sarto_portrait-of-baccio-bandinelli,6,excitement
andrea-del-sarto_st-james-with-two-children-1529,7,fear
andrea-del-sarto_st-john-the-baptist-1,2,anger
andrea-del-sarto_stories-of-joseph,3,awe
andrea-del-sarto_stories-of-joseph-1,3,awe
andrea-del-sarto_sts-john-the-baptist-and-bernardo-degli-uberti,2,anger
andrea-del-sarto_sts-michael-and-john-gualbert,2,anger
andrea-del-sarto_study-for-the-baptism-of-the-people,2,anger
andrea-del-sarto_study-of-drapery,0,painting
andrea-del-sarto_study-of-the-figures-behind-a-balustrade,5,disgust
andrea-del-sarto_the-annunciation-1513,2,anger
andrea-del-sarto_the-healing-of-the-possessed-woman,6,excitement
andrea-del-sarto_the-investiture-of-the-leper,2,anger
andrea-del-sarto_the-journey-of-the-magi,2,anger
andrea-del-sarto_the-last-supper-1525,2,anger
andrea-del-sarto_the-last-supper-detail-1525,2,anger
andrea-del-sarto_the-miracle-of-the-relics-of-san-filippo-from-the-life-of-san-filippo-benizzi,2,anger
andrea-del-sarto_the-punishment-of-the-sinners,4,contentment
andrea-del-sarto_the-raising-of-the-dead-child-by-the-corpse-of-san-filippo,2,anger
andrea-del-sarto_the-sacrifice-of-abraham,1,amusement
andrea-del-verrocchio_madonna-and-child-1483,2,anger
andrea-del-verrocchio_saint-monica,2,anger
andrea-del-verrocchio_the-battle-of-pydna,6,excitement
andrea-del-verrocchio_woman-looking-down,0,painting
andrea-mantegna_adoration-of-the-magi-1460,2,anger
andrea-mantegna_adoration-of-the-magi-1500,0,painting
andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece,2,anger
andrea-mantegna_adoration-of-the-shepherds-1456,7,fear
andrea-mantegna_altarpiece-of-san-zeno-in-verona-central-panel-madonna-and-angels-1459,0,painting
andrea-mantegna_altarpiece-of-san-zeno-in-verona-left-panel-of-st-peter-and-st-paul-st-john-the-evangelist-st-1459,3,awe
andrea-mantegna_altarpiece-of-san-zeno-in-verona-right-panel-of-st-benedict-st-lawrence-st-gregory-and-st-john-1459,2,anger
andrea-mantegna_bacchanal-in-silene-1480,4,contentment
andrea-mantegna_bacchanalia-with-a-wine-1480,2,anger
andrea-mantegna_bird-on-a-branch-1485,6,excitement
andrea-mantegna_calvary-central-predella-panel-from-the-st-zeno-of-verona-altarpiece-1459,7,fear
andrea-mantegna_captured-statues-and-siege-equipment-1506,5,disgust
andrea-mantegna_ceiling-of-the-camera-picta-or-camera-degli-sposi-1470,2,anger
andrea-mantegna_children-playing-with-masks-1495,6,excitement
andrea-mantegna_christ-carrying-the-cross-1505,0,painting
andrea-mantegna_christ-of-pity-supported-by-a-cherub-and-a-seraph-1490,0,painting
andrea-mantegna_christ-the-redeemer-1493,2,anger
andrea-mantegna_christ-with-the-soul-of-the-virgin-1506,2,anger
andrea-mantegna_death-of-the-virgin-1461,7,fear
andrea-mantegna_descent-into-limbo-1492,6,excitement
andrea-mantegna_dido-1500,2,anger
andrea-mantegna_ecce-homo-1502,7,fear
andrea-mantegna_four-muses-1497,3,awe
andrea-mantegna_heruli-and-ante-1495,6,excitement
andrea-mantegna_holders-of-currencies-and-gold-jewelry-trophies-royal-armor-1506,2,anger
andrea-mantegna_holders-of-currencies-and-gold-jewelry-trophies-royal-armor-with-pilasters-1500,5,disgust
andrea-mantegna_horse-and-groom-with-hunting-dogs-from-the-camera-degli-sposi-or-camera-picta-detail-1474,2,anger
andrea-mantegna_judith-1475,3,awe
andrea-mantegna_judith-and-holofernes-1500,6,excitement
andrea-mantegna_judith-with-the-head-of-holofernes-1495,2,anger
andrea-mantegna_julius-caesar-on-a-triumphal-car-1506,6,excitement
andrea-mantegna_julius-caesar-on-his-triumphal-car-1500,2,anger
andrea-mantegna_lamentation-over-the-dead-christ-1450,7,fear
andrea-mantegna_madonna-and-child-jpg,2,anger
andrea-mantegna_madonna-and-child-with-cherubs-1490,2,anger
andrea-mantegna_madonna-of-the-cave,7,fear
andrea-mantegna_madonna-with-saints-st-john-thebaptist-st-gregory-i-the-great-st-benedict-1506,2,anger
andrea-mantegna_madonna-with-st-mary-magdalene-and-st-john-the-baptist-1506(2),2,anger
andrea-mantegna_maria-with-the-sleeping-child-1455,3,awe
andrea-mantegna_martyrdom-of-st-james-1448,6,excitement
andrea-mantegna_meeting-of-duke-ludovico-ii-gonzaga-with-cardinal-francesco-gonz-fragment,3,awe
andrea-mantegna_minerva-chasing-the-vices-from-the-garden-of-virtue-1502,2,anger
andrea-mantegna_molorchos-making-a-sacrifice-to-hercules-1506,6,excitement
andrea-mantegna_muse-1497,6,excitement
andrea-mantegna_musicians-and-teaches-carriers-1506,6,excitement
andrea-mantegna_mythological-scene-metamorphoses-of-amymone-1500,2,anger
andrea-mantegna_pieta-1459,7,fear
andrea-mantegna_polyptych-of-st-luke-1455,6,excitement
andrea-mantegna_portrait-of-a-man-1460,4,contentment
andrea-mantegna_portrait-of-cardinal-carlo-de-medici-1466,2,anger
andrea-mantegna_portrait-of-cardinal-lodovico-mezzarota-1459,6,excitement
andrea-mantegna_portrait-of-francesco-gonzaga,0,painting
andrea-mantegna_prayer-in-the-garden-1459,3,awe
andrea-mantegna_presentation-at-the-temple-1453,2,anger
andrea-mantegna_presentation-of-christ-in-the-temple-1466,2,anger
andrea-mantegna_prisonnniers-1506,5,disgust
andrea-mantegna_project-for-a-monument-to-virgil-1500,2,anger
andrea-mantegna_saint-anthony-of-padua-and-st-bernardine-of-siena-presenting-the-monogram-of-christ,2,anger
andrea-mantegna_saint-bernardine-of-siena-1450,2,anger
andrea-mantegna_saint-jerome-reading-with-the-lion-1500,2,anger
andrea-mantegna_samson-and-delilah-1506,7,fear
andrea-mantegna_san-sebastian-1480,7,fear
andrea-mantegna_san-zeno-altarpiece,2,anger
andrea-mantegna_scene-waitingservant-with-dogs-fragment-1474,6,excitement
andrea-mantegna_scenes-from-the-life-of-st-christopher-1448,0,painting
andrea-mantegna_scenes-from-the-life-of-st-christopher-1448-1,2,anger
andrea-mantegna_scenes-from-the-life-of-st-christopher-1448-2,2,anger
andrea-mantegna_scenes-from-the-life-of-st-james-1448,2,anger
andrea-mantegna_scenes-from-the-life-of-st-james-1448-1,7,fear
andrea-mantegna_scenes-from-the-life-of-st-james-1448-2,2,anger
andrea-mantegna_st-bernardine-of-siena-with-the-angels-1506,2,anger
andrea-mantegna_st-euphemia-1454,7,fear
andrea-mantegna_st-george-1467,2,anger
andrea-mantegna_st-jacques-leads-to-martyrdom,5,disgust
andrea-mantegna_st-james-the-great-on-his-way-to-execution-1448,2,anger
andrea-mantegna_st-mark-1450,0,painting
andrea-mantegna_st-sebastian-1475,7,fear
andrea-mantegna_st-sebastian-1506,6,excitement
andrea-mantegna_study-for-a-christ-1490,7,fear
andrea-mantegna_study-for-a-flagellation-1506,6,excitement
andrea-mantegna_study-of-an-ancient-bas-relief-of-the-arch-of-constantine-1490,0,painting
andrea-mantegna_the-agony-in-the-garden-1455,2,anger
andrea-mantegna_the-ascension-left-hand-panel-from-the-altarpiece,2,anger
andrea-mantegna_the-baptism-of-christ-1506,2,anger
andrea-mantegna_the-battle-of-sea-gods-1480,6,excitement
andrea-mantegna_the-child-jesus-in-the-manger-1450,2,anger
andrea-mantegna_the-circumcision-of-christ-1464,2,anger
andrea-mantegna_the-combat-of-love-and-chastity-1505,3,awe
andrea-mantegna_the-court-of-mantua,0,painting
andrea-mantegna_the-court-of-the-gonzaga-1474,0,painting
andrea-mantegna_the-dead-christ-1478,7,fear
andrea-mantegna_the-descent-from-the-cross-1475,7,fear
andrea-mantegna_the-descent-into-hell-1468,6,excitement
andrea-mantegna_the-entombment-1459,7,fear
andrea-mantegna_the-entombment-1475,7,fear
andrea-mantegna_the-entombment-1475-1,7,fear
andrea-mantegna_the-family-of-ludovico-gonzaga,2,anger
andrea-mantegna_the-flagellation-of-christ-in-the-pavement-1475,6,excitement
andrea-mantegna_the-holy-family-1485,0,painting
andrea-mantegna_the-holy-family-painting-on-wood-1455,2,anger
andrea-mantegna_the-holy-family-with-saint-mary-magdalen-1500,0,painting
andrea-mantegna_the-holy-family-with-saints-elizabeth-and-the-infant-john-the-baptist-jpg,0,painting
andrea-mantegna_the-holy-family-with-st-elizabeth-and-st-john-the-baptist-1505,0,painting
andrea-mantegna_the-holy-family-with-st-john,7,fear
andrea-mantegna_the-house-of-ludovico-gonzaga-bridegroom-decorated-wall-and-his-son-1475,7,fear
andrea-mantegna_the-infant-redeemer-1495,6,excitement
andrea-mantegna_the-martyrdom-and-transporting-the-body-of-saint-christopher-1506,6,excitement
andrea-mantegna_the-martyrdom-of-saint-christopher-1506,2,anger
andrea-mantegna_the-martyrdom-of-st-jacques,7,fear
andrea-mantegna_the-nativity-1490,2,anger
andrea-mantegna_the-parnassus-mars-and-venus-1497,2,anger
andrea-mantegna_the-resurrected-christ-between-st-andrew-and-longinus-1475,2,anger
andrea-mantegna_the-resurrection-right-hand-predella-panel-from-the-altarpiece-of-st-zeno-of-verona-1459,0,painting
andrea-mantegna_the-senators-1506,2,anger
andrea-mantegna_the-triumph-and-vespasian-de-titus-1500,5,disgust
andrea-mantegna_the-victory-of-virtue,0,painting
andrea-mantegna_the-virgin-and-child-with-saint-jerome-and-louis-of-toulouse-1455,4,contentment
andrea-mantegna_the-virgin-and-child-with-saints-jerome-a-1455,7,fear
andrea-mantegna_the-virgin-of-victory-the-madonna-and-child-enthroned-with-six-saints-and-adored-by-gian-1496,3,awe
andrea-mantegna_three-deities-1500,2,anger
andrea-mantegna_three-studies-elongated-figures-1455,7,fear
andrea-mantegna_triumphs-of-caeser-1506,6,excitement
andrea-mantegna_trumpet-players-1506,6,excitement
andrea-mantegna_trumpeters-1506,5,disgust
andrea-mantegna_trumpeters-carrying-flags-and-banners-1500,5,disgust
andrea-mantegna_two-holy-women-in-prayer-1455,3,awe
andrea-mantegna_two-studies-for-christ-at-the-column-1459,7,fear
andrea-mantegna_vase-with-orange-1490,3,awe
andrea-mantegna_virgin-and-child-1490,2,anger
andrea-mantegna_virgin-and-child-1495,0,painting
andrea-mantegna_virgin-and-child-madonna-of-humility-1490,7,fear
andrea-mantegna_virgin-and-child-with-st-john-the-baptist-st-zachary-and-st-elizabeth-1490,0,painting
andrea-mantegna_woman-and-old-man-1502,2,anger
andrea-solario_head-of-a-bearded-man,3,awe
andrea-solario_head-of-st-john-the-baptist,4,contentment
andrea-solario_man-with-a-pink-carnation,0,painting
andrea-solario_portrait-of-charles-d-amboise-1507,2,anger
andrea-solario_rest-during-the-flight-to-egypt-1515,0,painting
andrea-solario_salome-with-the-head-of-john-the-baptist-1520,4,contentment
andrea-solario_salome-with-the-head-of-st-john-the-baptist-1507,4,contentment
andrea-solario_the-virgin-of-the-green-cushion-1510,3,awe
andrei-ryabushkin_a-bow-with-a-red-porch-illustration-for-the-coronation-album,2,anger
andrei-ryabushkin_a-young-man-breaking-into-the-girls-dance-and-the-old-women-are-in-panic,0,painting
andrei-ryabushkin_beginner,6,excitement
andrei-ryabushkin_churilo-plenkovich-illustration-for-the-book-russian-epic-heroes,0,painting
andrei-ryabushkin_coming-back-from-fair,3,awe
andrei-ryabushkin_deacon,3,awe
andrei-ryabushkin_dobrynya-nikitich-illustration-for-the-book-russian-epic-heroes,6,excitement
andrei-ryabushkin_family-of-merchant-in-xvii-century,3,awe
andrei-ryabushkin_going-on-a-visit,0,painting
andrei-ryabushkin_going-to-church,3,awe
andrei-ryabushkin_governor-s-wife-martha-and-eternal-bell-1886,5,disgust
andrei-ryabushkin_head-of-boy,0,painting
andrei-ryabushkin_illustration-for-the-coronation-album,2,anger
andrei-ryabushkin_ilya-of-murom-illustration-for-the-book-russian-epic-heroes,6,excitement
andrei-ryabushkin_in-a-village-going-to-liturgy,7,fear
andrei-ryabushkin_in-the-dragon-cave,5,disgust
andrei-ryabushkin_in-the-village-girl-with-a-bucket,3,awe
andrei-ryabushkin_life-for-tsar,5,disgust
andrei-ryabushkin_mikhailovsky-street-in-novgorod,3,awe
andrei-ryabushkin_mikula-selyaninovich-illustration-for-the-book-russian-epic-heroes,6,excitement
andrei-ryabushkin_moscow-girl-of-xvii-century,3,awe
andrei-ryabushkin_moscow-street-of-xvii-century,7,fear
andrei-ryabushkin_nastassja-mikulichna,0,painting
andrei-ryabushkin_novgorod-church,7,fear
andrei-ryabushkin_old-moscow-street,2,anger
andrei-ryabushkin_portrait-of-i-f-tyumenev-1886,2,anger
andrei-ryabushkin_portrait-of-i-f-tyumenev-with-his-wife,2,anger
